T0 81674.814011,0.025075,81674.814249,81674.814250,81674.839326
T1 81674.905227,0.011004,81674.905425,81674.905480,81674.926238
T2 81674.863693,0.080083,81674.863876,81674.863888,81674.943973
T3 81674.970904,0.073100,81674.971046,81674.971068,81675.044169
T1 81674.982096,0.040368,81675.011392,81675.011485,81675.051855
T2 81675.008550,0.036016,81675.011431,81675.021024,81675.057063
T0 81674.990951,0.049560,81675.011426,81675.012261,81675.061822
T0 81675.135116,0.013912,81675.144259,81675.144271,81675.158203
T1 81675.103412,0.063168,81675.104217,81675.104368,81675.167537
T3 81675.020899,0.123963,81675.021036,81675.044284,81675.168248
T3 81675.144367,0.005760,81675.144396,81675.168296,81675.174057
T3 81675.148284,0.012311,81675.148337,81675.174126,81675.186438
T2 81675.130855,0.046693,81675.144171,81675.144223,81675.190917
T1 81675.139688,0.025620,81675.144266,81675.167564,81675.193203
T0 81675.135631,0.081527,81675.144262,81675.158260,81675.239788
T2 81675.353038,0.017551,81675.374312,81675.374394,81675.391998
T1 81675.378780,0.037147,81675.378835,81675.378868,81675.417817
T3 81675.333235,0.091352,81675.333347,81675.333420,81675.424773
T2 81675.425184,0.073780,81675.425235,81675.425392,81675.499172
T1 81675.434691,0.073465,81675.434748,81675.435440,81675.508906
T2 81675.472339,0.021729,81675.475461,81675.499402,81675.522231
T0 81675.406607,0.180181,81675.406664,81675.407197,81675.587379
T3 81675.458419,0.111064,81675.475406,81675.475463,81675.587636
T0 81675.528403,0.004499,81675.528488,81675.587446,81675.591945
T0 81675.554605,0.021454,81675.569349,81675.591961,81675.613415
T0 81675.614419,0.001011,81675.614469,81675.615128,81675.616140
T0 81675.616359,0.003259,81675.616394,81675.616824,81675.620084
T1 81675.481608,0.125682,81675.481700,81675.508932,81675.634614
T3 81675.548752,0.054417,81675.569340,81675.587648,81675.642065
T2 81675.526326,0.149118,81675.526370,81675.526422,81675.675541
T1 81675.640549,0.095164,81675.640580,81675.640883,81675.736047
T3 81675.703509,0.038800,81675.703558,81675.703631,81675.747086
T3 81675.744343,0.002004,81675.747161,81675.747252,81675.749418
T1 81675.724850,0.055089,81675.736659,81675.736672,81675.791762
T2 81675.712054,0.071408,81675.736107,81675.736638,81675.808047
T0 81675.633016,0.176396,81675.633062,81675.633132,81675.809529
T1 81675.780714,0.063819,81675.791843,81675.791856,81675.855675
T0 81675.862242,0.021852,81675.862324,81675.862378,81675.884230
T1 81675.890203,0.009075,81675.890259,81675.890326,81675.899401
T3 81675.764947,0.134291,81675.765005,81675.765108,81675.899399
T2 81675.853008,0.067073,81675.853047,81675.853094,81675.920167
T1 81675.937693,0.020049,81675.937735,81675.937832,81675.957881
T0 81675.921846,0.106045,81675.921894,81675.922070,81676.028115
T1 81676.004664,0.044414,81676.026418,81676.026467,81676.070882
T2 81675.992932,0.058025,81676.026360,81676.026418,81676.084443
T3 81675.985615,0.111921,81675.985662,81675.985783,81676.097705
T0 81676.089431,0.097835,81676.089505,81676.089550,81676.187386
T0 81676.179665,0.012156,81676.179720,81676.187444,81676.199613
T1 81676.118633,0.128831,81676.118714,81676.118815,81676.247647
T3 81676.134545,0.084307,81676.159165,81676.159251,81676.247707
T2 81676.148444,0.120940,81676.159208,81676.159278,81676.280218
T3 81676.283222,0.028278,81676.283260,81676.283328,81676.311693
T0 81676.197587,0.126367,81676.197628,81676.199643,81676.326011
T2 81676.311028,0.016499,81676.312088,81676.312406,81676.328905
T3 81676.337216,0.018369,81676.337270,81676.337320,81676.355690
T1 81676.278799,0.106458,81676.278846,81676.278997,81676.385455
T0 81676.379006,0.012816,81676.379173,81676.379478,81676.392295
T2 81676.395268,0.016164,81676.395430,81676.395450,81676.411615
T3 81676.401099,0.026936,81676.401143,81676.401266,81676.428202
T0 81676.428455,0.006738,81676.428492,81676.428637,81676.435375
T0 81676.431497,0.071455,81676.435428,81676.435443,81676.506899
T1 81676.423246,0.118652,81676.423499,81676.423518,81676.542176
T2 81676.563229,0.024160,81676.563282,81676.563365,81676.587525
T3 81676.450049,0.136671,81676.477368,81676.477515,81676.614188
T0 81676.594593,0.022996,81676.595028,81676.595149,81676.618145
T1 81676.632215,0.013215,81676.632406,81676.632546,81676.645762
T2 81676.641849,0.014013,81676.642003,81676.642013,81676.656027
T3 81676.665748,0.065866,81676.665923,81676.665936,81676.731803
T0 81676.670460,0.078866,81676.670601,81676.670615,81676.749482
T0 81676.682820,0.013726,81676.711451,81676.749507,81676.763233
T3 81676.681312,0.036862,81676.711449,81676.731838,81676.768700
T1 81676.674242,0.068339,81676.711355,81676.711466,81676.782485
T0 81676.688120,0.065961,81676.711459,81676.763263,81676.829225
T0 81676.788224,0.007246,81676.788268,81676.829314,81676.836560
T0 81676.790992,0.004073,81676.791101,81676.836637,81676.840710
T0 81676.811033,0.011449,81676.829298,81676.840768,81676.852228
T1 81676.760459,0.071301,81676.760513,81676.782510,81676.860347
T2 81676.679163,0.149891,81676.711391,81676.711468,81676.861359
T2 81676.853004,0.008587,81676.853044,81676.861382,81676.869970
T2 81676.854554,0.011428,81676.854583,81676.869995,81676.881424
T1 81676.829905,0.070444,81676.836622,81676.860407,81676.930851
T0 81676.813126,0.085650,81676.829301,81676.852258,81676.937909
T3 81676.731434,0.171180,81676.731496,81676.768727,81676.939908
T2 81677.177745,0.006703,81677.177910,81677.178032,81677.184736
T1 81677.237508,0.002779,81677.237683,81677.237839,81677.240618
T0 81677.403003,0.003754,81677.403228,81677.403381,81677.407136
T1 81677.458629,0.009945,81677.499423,81677.499473,81677.519110
T2 81677.483055,0.024854,81677.499459,81677.499496,81677.524350
T3 81677.458380,0.128242,81677.458569,81677.458728,81677.586972
T0 81677.487926,0.085655,81677.499467,81677.509235,81677.594891
T1 81677.553991,0.040202,81677.554040,81677.554097,81677.594300
T2 81677.589624,0.005248,81677.594413,81677.594419,81677.599667
T3 81677.566163,0.030127,81677.587030,81677.587075,81677.617231
T0 81677.621112,0.070795,81677.621197,81677.621976,81677.692772
T3 81677.675192,0.049566,81677.682324,81677.682365,81677.738188
T2 81677.651872,0.105029,81677.682313,81677.682355,81677.787385
T0 81677.712489,0.068877,81677.712538,81677.712585,81677.790146
T3 81677.713592,0.129765,81677.738316,81677.738363,81677.868129
T2 81677.762081,0.088904,81677.780122,81677.787481,81677.876386
T1 81677.641920,0.242864,81677.641965,81677.642055,81677.884921
T0 81677.818011,0.068092,81677.818066,81677.818114,81677.886207
T2 81677.986420,0.034384,81677.986503,81677.986630,81678.021015
T0 81678.021279,0.004006,81678.021338,81678.021394,81678.025401
T2 81678.080820,0.014254,81678.080863,81678.080909,81678.095164
T1 81678.016310,0.088601,81678.016365,81678.016411,81678.105013
T0 81678.109324,0.013012,81678.109362,81678.110142,81678.123155
T3 81677.923141,0.205511,81677.923337,81677.923348,81678.128860
T2 81678.136251,0.019053,81678.136295,81678.136305,81678.155383
T1 81678.169744,0.013161,81678.169936,81678.169952,81678.183114
T0 81678.180682,0.050130,81678.180874,81678.180942,81678.231072
T1 81678.182899,0.052653,81678.183147,81678.183190,81678.235844
T0 81678.218170,0.006011,81678.224178,81678.231105,81678.237117
T3 81678.209183,0.039495,81678.224143,81678.224192,81678.263687
T1 81678.253161,0.044891,81678.253244,81678.253294,81678.298216
T0 81678.271110,0.029975,81678.271219,81678.271264,81678.301240
T0 81678.360788,0.000162,81678.390103,81678.390181,81678.390343
T2 81678.189799,0.177832,81678.224136,81678.224184,81678.402017
T0 81678.387965,0.013322,81678.390202,81678.390374,81678.403695
T1 81678.376439,0.045625,81678.390138,81678.390315,81678.435941
T3 81678.349407,0.094090,81678.349489,81678.350070,81678.444161
T2 81678.436461,0.032981,81678.436521,81678.436633,81678.469615
T0 81678.467102,0.018189,81678.467150,81678.467161,81678.485350
T1 81678.485017,0.010079,81678.485223,81678.485234,81678.495314
T3 81678.518855,0.002086,81678.519055,81678.519655,81678.521742
T1 81678.590315,0.010205,81678.600285,81678.600330,81678.610536
T2 81678.545285,0.059534,81678.545480,81678.545570,81678.610602
T0 81678.559892,0.050756,81678.560063,81678.560111,81678.610868
T1 81678.627379,0.019903,81678.627526,81678.627537,81678.647442
T3 81678.601885,0.049330,81678.601902,81678.602315,81678.651646
T2 81678.662996,0.011296,81678.663158,81678.663167,81678.674476
T0 81678.699575,0.057721,81678.699763,81678.699892,81678.757614
T1 81678.768275,0.014871,81678.768382,81678.768392,81678.783264
T3 81678.797013,0.004586,81678.797131,81678.797164,81678.801751
T0 81678.825960,0.004921,81678.858110,81678.858174,81678.863755
T1 81678.857374,0.022440,81678.858119,81678.858184,81678.880641
T0 81678.883935,0.017039,81678.883985,81678.884097,81678.901136
T3 81678.860609,0.044973,81678.860633,81678.860655,81678.905628
T2 81678.817681,0.104935,81678.817804,81678.817837,81678.922773
T1 81678.913933,0.017011,81678.914015,81678.914298,81678.931309
T0 81678.954490,0.010521,81678.954702,81678.955003,81678.965524
T3 81678.965556,0.000179,81678.965789,81678.965857,81678.966064
T2 81679.078149,0.020134,81679.078303,81679.078457,81679.098621
T1 81679.125741,0.028679,81679.125908,81679.125986,81679.154666
T3 81679.217631,0.060045,81679.217843,81679.217956,81679.278002
T0 81679.131482,0.125622,81679.154813,81679.154890,81679.280524
T2 81679.256895,0.057884,81679.256952,81679.257000,81679.314885
T1 81679.260522,0.074422,81679.260545,81679.260587,81679.335009
T0 81679.351300,0.011379,81679.351349,81679.351475,81679.362855
T3 81679.273722,0.124010,81679.273787,81679.278046,81679.402057
T2 81679.404964,0.039708,81679.405507,81679.405516,81679.445226
T0 81679.457337,0.103565,81679.457400,81679.457447,81679.561013
T2 81679.541431,0.016004,81679.541493,81679.542168,81679.561660
T1 81679.447701,0.117658,81679.447852,81679.448005,81679.565664
T3 81679.522520,0.042925,81679.522633,81679.522773,81679.565698
T0 81679.546382,0.033903,81679.546424,81679.561061,81679.594965
T1 81679.617504,0.017199,81679.617591,81679.617707,81679.634906
T0 81679.641980,0.007486,81679.677199,81679.677245,81679.684732
T3 81679.636385,0.057629,81679.636419,81679.636531,81679.694161
T2 81679.600542,0.094505,81679.601009,81679.601016,81679.695521
T1 81679.677287,0.033905,81679.677305,81679.677411,81679.711317
