IMG_REGISTER,58223.584945,58223.586247
IMG_HORIZEDGES,58223.659863,58223.680277
IMG_SHARPEN,58223.710949,58223.732374
IMG_SHARPEN,58223.732641,58223.753262
IMG_REGISTER,58223.765000,58223.765469
IMG_BLUR,58223.877862,58223.890333
IMG_REGISTER,58223.920205,58223.921464
IMG_BLUR,58223.942853,58223.964593
IMG_HORIZEDGES,58224.010546,58224.038942
IMG_HORIZEDGES,58224.041973,58224.078879
IMG_ROT90CLKW,58224.078920,58224.080583
IMG_BLUR,58224.080604,58224.097449
IMG_HORIZEDGES,58224.097472,58224.136072
IMG_SHARPEN,58224.136712,58224.185579
IMG_BLUR,58224.185630,58224.197203
IMG_HORIZEDGES,58224.232021,58224.250842
IMG_ROT90CLKW,58224.256808,58224.258422
IMG_VERTEDGES,58224.293053,58224.311817
IMG_BLUR,58224.311986,58224.323809
IMG_HORIZEDGES,58224.323854,58224.360294
IMG_HORIZEDGES,58224.375136,58224.393272
IMG_REGISTER,58224.401162,58224.405005
IMG_BLUR,58224.491356,58224.503238
IMG_BLUR,58224.503453,58224.526324
IMG_BLUR,58224.582360,58224.604332
IMG_SHARPEN,58224.627341,58224.647879
IMG_VERTEDGES,58224.666298,58224.687013
IMG_BLUR,58224.737359,58224.761672
IMG_HORIZEDGES,58224.762264,58224.781954
IMG_REGISTER,58224.784161,58224.788097
IMG_VERTEDGES,58224.885160,58224.904102
IMG_REGISTER,58224.971220,58224.971821
IMG_SHARPEN,58225.020993,58225.127984
IMG_HORIZEDGES,58225.128030,58225.147017
IMG_SHARPEN,58225.147066,58225.167616
IMG_ROT90CLKW,58225.167642,58225.168875
IMG_HORIZEDGES,58225.181864,58225.287424
IMG_VERTEDGES,58225.287522,58225.389589
IMG_SHARPEN,58225.389632,58225.407376
IMG_REGISTER,58225.416845,58225.417011
IMG_HORIZEDGES,58225.407397,58225.510303
IMG_HORIZEDGES,58225.510383,58225.612115
IMG_VERTEDGES,58225.612168,58225.630864
IMG_REGISTER,58225.688200,58225.691858
IMG_SHARPEN,58225.630888,58225.737258
IMG_SHARPEN,58225.737296,58225.845060
IMG_SHARPEN,58225.845112,58225.951720
IMG_SHARPEN,58225.951765,58225.987462
IMG_VERTEDGES,58225.987523,58226.098445
IMG_BLUR,58226.098721,58226.163108
IMG_SHARPEN,58226.163256,58226.182833
IMG_REGISTER,58226.291993,58226.292195
IMG_HORIZEDGES,58226.219112,58226.321834
IMG_SHARPEN,58226.321856,58226.427624
IMG_ROT90CLKW,58226.427706,58226.428932
IMG_BLUR,58226.428969,58226.450945
IMG_HORIZEDGES,58226.481766,58226.585864
IMG_BLUR,58226.585914,58226.597903
IMG_ROT90CLKW,58226.597930,58226.605130
IMG_HORIZEDGES,58226.605181,58226.707921
IMG_VERTEDGES,58226.707958,58226.727644
IMG_REGISTER,58226.935775,58226.936348
IMG_BLUR,58226.929708,58226.991481
IMG_REGISTER,58227.005571,58227.008180
IMG_HORIZEDGES,58226.991549,58227.099554
IMG_ROT90CLKW,58227.099603,58227.100990
IMG_SHARPEN,58227.101027,58227.158114
IMG_ROT90CLKW,58227.158591,58227.159783
IMG_HORIZEDGES,58227.159831,58227.219603
IMG_HORIZEDGES,58227.219658,58227.326965
IMG_ROT90CLKW,58227.327231,58227.328519
IMG_HORIZEDGES,58227.328565,58227.348375
IMG_REGISTER,58227.372613,58227.372809
IMG_HORIZEDGES,58227.348426,58227.451508
IMG_VERTEDGES,58227.451594,58227.555919
IMG_ROT90CLKW,58227.555971,58227.563601
IMG_BLUR,58227.563627,58227.575257
IMG_VERTEDGES,58227.575282,58227.594631
IMG_BLUR,58227.594705,58227.617219
IMG_BLUR,58227.617324,58227.629062
IMG_BLUR,58227.629132,58227.641741
IMG_ROT90CLKW,58227.641762,58227.649067
IMG_SHARPEN,58227.649085,58227.668520
IMG_BLUR,58227.668542,58227.702651
IMG_VERTEDGES,58227.702831,58227.740520
IMG_BLUR,58227.740594,58227.800976
IMG_HORIZEDGES,58227.801024,58227.905117
IMG_REGISTER,58227.945857,58227.946265
IMG_HORIZEDGES,58227.905460,58228.008486
IMG_SHARPEN,58228.008542,58228.027408
IMG_HORIZEDGES,58228.027466,58228.046854
IMG_BLUR,58228.046912,58228.058847
IMG_VERTEDGES,58228.058873,58228.078335
IMG_ROT90CLKW,58228.078355,58228.079424
IMG_HORIZEDGES,58228.097611,58228.117509
IMG_ROT90CLKW,58228.117691,58228.124722
IMG_VERTEDGES,58228.124772,58228.143881
IMG_VERTEDGES,58228.170298,58228.224517
IMG_BLUR,58228.227968,58228.239073
IMG_REGISTER,58228.366636,58228.366883
IMG_SHARPEN,58228.292280,58228.399231
IMG_ROT90CLKW,58228.399287,58228.406855
IMG_BLUR,58228.409841,58228.472748
IMG_BLUR,58228.472868,58228.506184
IMG_HORIZEDGES,58228.506212,58228.614446
IMG_SHARPEN,58228.614566,58228.633291
IMG_BLUR,58228.633915,58228.666501
IMG_BLUR,58228.666580,58228.677699
IMG_BLUR,58228.677753,58228.699642
IMG_VERTEDGES,58228.699668,58228.806742
IMG_VERTEDGES,58228.806830,58228.910899
IMG_BLUR,58228.912601,58228.923586
IMG_ROT90CLKW,58228.923652,58228.924871
IMG_BLUR,58228.924889,58228.946664
IMG_SHARPEN,58228.946687,58228.999416
IMG_REGISTER,58229.048783,58229.049449
IMG_SHARPEN,58228.999498,58229.057471
IMG_HORIZEDGES,58229.057496,58229.113304
IMG_HORIZEDGES,58229.113358,58229.131946
IMG_VERTEDGES,58229.132248,58229.153463
IMG_ROT90CLKW,58229.153534,58229.162956
IMG_ROT90CLKW,58229.162984,58229.164147
IMG_SHARPEN,58229.181632,58229.203862
IMG_ROT90CLKW,58229.255014,58229.256483
IMG_REGISTER,58229.317028,58229.317781
IMG_SHARPEN,58229.286532,58229.344977
IMG_HORIZEDGES,58229.354599,58229.413818
IMG_VERTEDGES,58229.413877,58229.473772
IMG_SHARPEN,58229.509532,58229.530595
IMG_HORIZEDGES,58229.545528,58229.565182
IMG_SHARPEN,58229.595859,58229.702895
IMG_BLUR,58229.702941,58229.714316
IMG_ROT90CLKW,58229.714694,58229.716449
IMG_HORIZEDGES,58229.716513,58229.754233
IMG_HORIZEDGES,58229.754317,58229.773237
IMG_ROT90CLKW,58229.773292,58229.774453
IMG_SHARPEN,58229.774467,58229.812737
IMG_SHARPEN,58229.812762,58229.924263
IMG_BLUR,58229.924318,58229.957432
IMG_SHARPEN,58229.957482,58230.065641
IMG_BLUR,58230.065710,58230.087988
IMG_BLUR,58230.088040,58230.100088
IMG_REGISTER,58230.124841,58230.125498
IMG_REGISTER,58230.208465,58230.208706
IMG_SHARPEN,58230.100156,58230.212211
IMG_SHARPEN,58230.212230,58230.277683
IMG_HORIZEDGES,58230.277771,58230.386436
IMG_HORIZEDGES,58230.386509,58230.405890
IMG_BLUR,58230.405937,58230.487874
IMG_VERTEDGES,58230.487930,58230.544201
IMG_SHARPEN,58230.544259,58230.583556
IMG_VERTEDGES,58230.583582,58230.621911
IMG_HORIZEDGES,58230.621966,58230.642666
IMG_SHARPEN,58230.643236,58230.745475
IMG_HORIZEDGES,58230.745539,58230.765494
IMG_REGISTER,58230.778371,58230.779023
IMG_HORIZEDGES,58230.765525,58230.784860
IMG_ROT90CLKW,58230.784884,58230.788354
IMG_VERTEDGES,58230.860742,58230.889665
IMG_BLUR,58230.907303,58230.921129
IMG_BLUR,58230.921252,58230.943130
IMG_ROT90CLKW,58230.943292,58230.953835
IMG_REGISTER,58231.093876,58231.094455
IMG_VERTEDGES,58231.092693,58231.125480
IMG_SHARPEN,58231.170655,58231.229421
IMG_REGISTER,58231.321555,58231.323422
IMG_HORIZEDGES,58231.269688,58231.324864
IMG_BLUR,58231.324884,58231.336467
IMG_REGISTER,58231.412678,58231.416511
IMG_VERTEDGES,58231.658500,58231.763438
IMG_HORIZEDGES,58231.763520,58231.799065
IMG_HORIZEDGES,58231.799119,58231.817374
IMG_REGISTER,58231.886145,58231.887600
IMG_SHARPEN,58232.071983,58232.092154
IMG_REGISTER,58232.186553,58232.187577
IMG_VERTEDGES,58232.270396,58232.288532
IMG_VERTEDGES,58232.301287,58232.357865
IMG_ROT90CLKW,58232.433439,58232.434915
IMG_VERTEDGES,58232.548915,58232.570392
