R0:38023.459007,0.200000,38023.459137,1697496657.685845,38023.659289
R1:38023.866674,0.200000,38023.866852,1697496658.093554,38024.066997
R2:38023.978301,0.200000,38023.978554,1697496658.293623,38024.267060
R3:38024.318098,0.200000,38024.318327,1697496658.545072,38024.518511
R4:38024.674229,0.200000,38024.674402,1697496658.901113,38024.874584
R5:38025.213572,0.200000,38025.213834,1697496659.440522,38025.413965
R6:38025.262667,0.200000,38025.263132,1697496659.640592,38025.614052
R7:38025.353573,0.200000,38025.353978,1697496659.840681,38025.814165
R8:38025.678631,0.200000,38025.678818,1697496660.040792,38026.014277
R9:38025.751173,0.200000,38025.751345,1697496660.240903,38026.214371
R10:38025.930792,0.200000,38025.931198,1697496660.440996,38026.414433
R11:38026.075105,0.200000,38026.075279,1697496660.641059,38026.614496
R12:38026.295627,0.200000,38026.296065,1697496660.841122,38026.814559
R13:38026.396603,0.200000,38026.396751,1697496661.041185,38027.014651
R14:38026.556881,0.200000,38026.557027,1697496661.241277,38027.214713
R15:38027.233061,0.200000,38027.233364,1697496661.460375,38027.433804
R16:38027.784202,0.200000,38027.784371,1697496662.011040,38027.984480
R17:38028.008732,0.200000,38028.008859,1697496662.235554,38028.208986
R18:38028.289611,0.200000,38028.289796,1697496662.516521,38028.489959
R19:38028.323697,0.200000,38028.324318,1697496662.716583,38028.690018
R20:38028.531572,0.200000,38028.533518,1697496662.916645,38028.890134
R21:38028.543483,0.200000,38028.543543,1697496663.116760,38029.090228
R22:38028.612682,0.200000,38028.613240,1697496663.316854,38029.290327
R23:38028.645640,0.200000,38028.645716,1697496663.516959,38029.490394
R24:38029.008172,0.200000,38029.008316,1697496663.717020,38029.706272
R25:38029.046254,0.200000,38029.049269,1697496663.932899,38029.910291
R26:38029.160243,0.200000,38029.160395,1697496664.136917,38030.110352
R27:38029.191307,0.200000,38029.191364,1697496664.336978,38030.310412
R28:38029.217029,0.200000,38029.217221,1697496664.537039,38030.510476
R29:38030.736080,0.200000,38030.736284,1697496664.963004,38030.936435
R30:38030.790924,0.200000,38030.791211,1697496665.163059,38031.136501
R31:38030.950942,0.200000,38030.951053,1697496665.363130,38031.336565
R32:38031.357208,0.200000,38031.357659,1697496665.584388,38031.557818
R33:38031.568238,0.200000,38031.568386,1697496665.795083,38031.768508
R34:38031.646422,0.200000,38031.646574,1697496665.995141,38031.968594
R35:38031.872191,0.200000,38031.872256,1697496666.195218,38032.168648
R36:38032.037436,0.200000,38032.037662,1697496666.395272,38032.368720
R37:38032.188798,0.200000,38032.188960,1697496666.595356,38032.568809
R38:38032.989774,0.200000,38032.989957,1697496667.216644,38033.190082
R39:38033.066826,0.200000,38033.066892,1697496667.416708,38033.390156
R40:38033.394937,0.200000,38033.395218,1697496667.621904,38033.595337
R41:38033.561530,0.200000,38033.561622,1697496667.821965,38033.795400
R42:38033.888192,0.200000,38033.888337,1697496668.115016,38034.088466
R43:38034.001976,0.200000,38034.002202,1697496668.315119,38034.288555
R44:38034.495739,0.200000,38034.495984,1697496668.722862,38034.696108
R45:38034.569966,0.200000,38034.570097,1697496668.922930,38034.896174
R46:38034.666674,0.200000,38034.666900,1697496669.122997,38035.096282
R47:38035.033281,0.200000,38035.033445,1697496669.323104,38035.296336
R48:38035.591988,0.200000,38035.592228,1697496669.819291,38035.792543
R49:38035.608402,0.200000,38035.608536,1697496670.019365,38035.992599
R50:38036.271289,0.200000,38036.271444,1697496670.498337,38036.471581
R51:38036.437420,0.200000,38036.437617,1697496670.698403,38036.671666
R52:38036.457622,0.200000,38036.457736,1697496670.898491,38036.871731
R53:38036.505281,0.200000,38036.505403,1697496671.098552,38037.071791
R54:38036.747290,0.200000,38036.747482,1697496671.298612,38037.271852
R55:38037.238447,0.200000,38037.238603,1697496671.498673,38037.471914
R56:38037.333997,0.200000,38037.334195,1697496671.698735,38037.671970
R57:38037.348927,0.200000,38037.375561,1697496671.899495,38037.872738
